CpGName,Sample1,Sample2,Sample3
cg06062132,0.073273689,0.108657419,0.099284142
cg06063714,0.568548091,0.571279682,0.560180139
cg06063729,0.064845158,0.064248844,0.057893503
cg06066303,0.896856446,0.894648286,0.889739895
cg06066711,0.026131693,0.029684453,0.023796321
cg06069731,0.046438674,0.053587462,0.038210756
cg06071083,0.02181869,0.02008769,0.014897928
cg06073471,0.029475101,0.041939299,0.035844293
cg06074920,0.83504757,0.850455781,0.827391563
cg06076054,0.035278542,0.038396632,0.029099861
cg06077733,0.009776025,0.013361603,0.009171526
cg06084117,0.904302113,0.9097691,0.888349792
cg06084557,0.059982471,0.062906222,0.057241513
cg06084735,0.030736847,0.036783426,0.031167323
cg06087537,0.033499072,0.049980528,0.033782715
cg06088032,0.029240485,0.024750872,0.025536429
cg06088314,0.884435551,0.867938137,0.878810972
cg06090351,0.056290324,0.079170621,0.064339474
cg06090421,0.035898624,0.049814841,0.042604146
cg06090630,0.017278939,0.019987614,0.02498915
cg06090864,0.932458443,0.936683621,0.92150728
cg06092815,0.192197784,0.194152243,0.165098552
cg06093279,0.06216551,0.064496087,0.056362472
cg06094150,0.782849538,0.794888361,0.751975751
cg06095560,0.062239904,0.066660721,0.069343036
cg06096336,0.399037145,0.456240869,0.48057279
cg06098051,0.62093486,0.608170027,0.623089665
cg06100291,0.081248572,0.095934829,0.115756454
cg06100324,0.896557202,0.903905449,0.902050008
cg06100991,0.022655468,0.022804207,0.024444062
cg06101212,0.33673244,0.400738698,0.364446815
cg06101225,0.035427365,0.038096508,0.035805741
cg06101324,0.426546865,0.47268888,0.474396648
cg06105085,0.046823684,0.054299876,0.048062437
cg06106793,0.033081164,0.033815142,0.031412691
cg06109724,0.044328056,0.049843285,0.044457218
cg06110365,0.03966821,0.048191034,0.035450199
cg06110728,0.038269682,0.049537758,0.039108034
cg06111305,0.03480995,0.041471514,0.034654723
cg06111454,0.037374962,0.033148041,0.033141701
cg06112415,0.548629139,0.49398315,0.465734305
cg06114765,0.032737174,0.031303861,0.030684917
cg06117855,0.205437471,0.2598267,0.239206833
cg06118312,0.063486623,0.078972179,0.091502873
cg06119575,0.806120477,0.830283834,0.767135696
cg06121469,0.031863761,0.037439861,0.028099416
cg06122080,0.069250614,0.090123571,0.077946474
cg06123346,0.634479693,0.628458453,0.590894402
cg06126510,0.651939146,0.63664451,0.636639488
cg06130787,0.131323544,0.147747719,0.111421622
cg06131859,0.515416645,0.553098058,0.531444505
cg06131936,0.590510424,0.585221728,0.566742228
cg06132324,0.034801093,0.057834618,0.038475579
cg06132342,0.603966934,0.607766612,0.621124665
cg06132694,0.031684958,0.032296713,0.029394624
cg06134936,0.037175204,0.03392032,0.031402444
cg06134964,0.811840099,0.837534682,0.829461674
cg06138027,0.040582804,0.05272947,0.041076445
cg06139836,0.039093597,0.044110243,0.038613765
cg06140118,0.042770922,0.03330481,0.028678583
cg06141025,0.758274943,0.787702062,0.789400424
cg06141123,0.154314632,0.157496089,0.159466526
cg06142324,0.783075773,0.792542037,0.769417162
cg06143901,0.578897284,0.607828569,0.621180147
cg06144905,0.176378838,0.172417044,0.136150437
cg06145308,0.038053647,0.038164729,0.039385197
cg06145357,0.816713043,0.768854368,0.664358579
cg06146910,0.019513248,0.022630989,0.018676703
cg06147863,0.088987828,0.078565584,0.064057791
cg06148175,0.388986204,0.34986088,0.348430067
cg06148264,0.095150462,0.11867408,0.094333662
cg06150468,0.043351782,0.095969018,0.037751644
cg06150803,0.212386444,0.234862864,0.213203764
cg06151165,0.023864669,0.028588118,0.024428735
cg06151964,0.34027254,0.386153489,0.365278711
cg06154570,0.150786391,0.144225069,0.120904187
cg06154597,0.783520243,0.742291719,0.743057957
cg06156376,0.054847516,0.067722148,0.072171421
cg06161738,0.025365195,0.033612192,0.024811181
cg06161930,0.203022105,0.189554144,0.178041288
cg06162003,0.028499007,0.029463317,0.02515906
cg06162422,0.05483125,0.140834918,0.24865403
cg06165395,0.11537823,0.120683605,0.105453316
cg06166767,0.135049882,0.117940027,0.102643887
cg06166863,0.017355375,0.027418531,0.018633027
cg06168050,0.080285551,0.104258949,0.085034736
cg06168324,0.044876371,0.04458622,0.045410538
cg06168449,0.121298487,0.144216188,0.132727621
cg06171242,0.031746662,0.037485506,0.032835181
cg06171787,0.056896838,0.057860965,0.054882059
cg06172871,0.338317522,0.338473134,0.341233205
cg06173079,0.069522321,0.062896653,0.057869088
cg06175025,0.04603557,0.045606085,0.039756916
cg06177698,0.463975167,0.459028249,0.486948907
cg06177968,0.044405743,0.050612508,0.045605457
cg06178072,0.908204057,0.912424533,0.922511414
cg06179485,0.137012807,0.143024471,0.112173915
cg06183267,0.084045944,0.104811906,0.091328255
cg06185738,0.04380625,0.04889749,0.040686459
cg06186808,0.890280878,0.875286379,0.886890899
cg06186861,0.063084825,0.06569266,0.054766221
cg06186973,0.023338148,0.02287867,0.014102768
cg06187947,0.038473333,0.042459667,0.032671066
cg06188683,0.015165179,0.021169657,0.017948927
cg06189133,0.869857116,0.864664402,0.846036986
cg06189265,0.04488307,0.054991214,0.051097039
cg06189653,0.039649672,0.05567357,0.042843404
cg06190053,0.124971355,0.147805542,0.163020219
cg06190732,0.725501492,0.69467072,0.695468154
cg06191076,0.458664086,0.481074817,0.478510501
cg06191203,0.029838469,0.029774522,0.018352726
cg06191990,0.123428637,0.106059229,0.103854136
cg06192619,0.880262924,0.856914666,0.869034717
cg06192753,0.130041514,0.129314789,0.134517915
cg06193382,0.052733585,0.050360393,0.044429164
cg06193397,0.177241043,0.155160933,0.158611508
cg06194186,0.699828607,0.738361168,0.693389281
cg06194808,0.897039542,0.889575374,0.876990626
cg06196379,0.338069102,0.267138018,0.26456714
cg06197006,0.027610937,0.031509546,0.02483038
cg06197492,0.854918413,0.87501642,0.809075008
cg06200013,0.029523884,0.037108409,0.029304172
cg06200339,0.796899549,0.740608976,0.783376079
cg06200697,0.636605255,0.60316641,0.597482578
cg06201642,0.038240985,0.035963353,0.033178569
cg06202984,0.049433082,0.04962127,0.055346107
cg06204948,0.276257444,0.164219327,0.192495312
cg06206626,0.535190943,0.492296124,0.466065938
cg06206628,0.805664887,0.834325383,0.819601605
cg06207460,0.246515943,0.260323651,0.218661289
cg06207804,0.162273544,0.155545063,0.137129831
cg06208111,0.824486781,0.812930983,0.786836644
cg06210526,0.889736643,0.90160116,0.783107105
cg06211616,0.05700125,0.062971978,0.048552951
cg06211871,0.042273611,0.055145221,0.064835575
cg06212607,0.027218221,0.034513239,0.027447879
cg06213287,0.206261959,0.192219818,0.192220686
cg06214007,0.39463101,0.442487442,0.387745546
cg06214729,0.04901738,0.05275385,0.044788439
cg06215939,0.501704969,0.470362258,0.543224193
cg06216677,0.040382096,0.051265317,0.032588821
cg06218044,0.026208013,0.03172647,0.030957214
cg06220208,0.715725419,0.717225711,0.729513658
cg06220235,0.035368417,0.042187345,0.0285264
cg06220521,0.028583635,0.035261463,0.025564746
cg06220755,0.858649983,0.840930327,0.787437096
cg06220958,0.215668647,0.194635784,0.192480149
cg06221259,0.142733181,0.197220138,0.153114588
cg06222120,0.06360626,0.074091759,0.064229378
cg06222800,0.844753301,0.846256186,0.849749076
cg06222851,0.039219668,0.045143985,0.028871416
cg06224510,0.737057919,0.769505476,0.760096747
cg06225581,0.031416237,0.043963754,0.031371424
cg06226384,0.69682139,0.654777682,0.65314071
cg06229674,0.866339487,0.88294564,0.865158742
cg06230736,0.021031728,0.022450466,0.019159171
cg06233473,0.073336521,0.080523675,0.079951934
cg06233503,0.154980678,0.237023409,0.183108096
cg06233985,0.765179987,0.759335786,0.754133984
cg06235429,0.725010488,0.734982627,0.736842901
cg06235991,0.064998121,0.074937234,0.068553665
cg06236061,0.150187529,0.120947256,0.15168782
cg06236276,0.740325153,0.740163659,0.755290722
cg06236748,0.061706978,0.062250037,0.064588265
cg06237414,0.0335436,0.036604325,0.032429087
cg06238491,0.031379934,0.033473367,0.032935845
cg06240124,0.024231432,0.028490462,0.018896026
cg06240542,0.043323785,0.044377645,0.043101727
cg06240849,0.035119941,0.029839818,0.036103718
cg06241300,0.853593283,0.828521497,0.86415928
cg06242000,0.118117666,0.118567429,0.093069926
cg06242827,0.033382788,0.036261108,0.0275241
cg06243393,0.84525643,0.825693217,0.84299905
cg06243556,0.027924007,0.038730185,0.038241931
cg06244417,0.565708567,0.539052241,0.531488863
cg06244906,0.641749464,0.593129031,0.588180974
cg06245154,0.069102571,0.076987924,0.079326881
cg06247172,0.03288658,0.035605766,0.029983078
cg06248182,0.058804411,0.077566459,0.060358992
cg06250108,0.055612107,0.061161875,0.049383484
cg06251129,0.075581199,0.100700375,0.105907001
cg06251489,0.031294687,0.044374894,0.032061261
cg06252382,0.019653077,0.021323605,0.01616539
cg06252849,0.073231532,0.098528602,0.076256657
cg06253072,0.311871976,0.3415025,0.290873891
cg06253734,0.029574671,0.03688981,0.028183206
cg06254453,0.032143588,0.041451546,0.030615348
cg06255227,0.906767435,0.911078747,0.902994095
cg06255524,0.045265579,0.064228024,0.043940007
cg06256735,0.754169591,0.762025488,0.727278012
cg06258834,0.280466591,0.369646731,0.351696969
cg06259570,0.829005347,0.827778278,0.798072181
cg06263495,0.069400822,0.07650196,0.061449038
cg06263943,0.659249747,0.678985122,0.654126444
cg06264060,0.864793143,0.868664525,0.855848854
cg06268694,0.035213137,0.038045145,0.032002292
cg06269001,0.011939678,0.01651455,0.012678254
cg06269753,0.156483015,0.158594453,0.131902783
cg06270401,0.470090525,0.44174179,0.396678749
cg06273569,0.036442183,0.036420345,0.034267509
cg06273903,0.017867263,0.058163809,0.151539087
cg06274159,0.057445,0.073463395,0.064444192
cg06275635,0.742545306,0.753925771,0.7257038
cg06276114,0.07411728,0.07402375,0.061664296
cg06276653,0.781779203,0.782689241,0.776570071
cg06277277,0.853116896,0.864199474,0.825181603
cg06277481,0.030544972,0.039564071,0.040831923
cg06277657,0.025632969,0.082343778,0.03595692
cg06277838,0.040868228,0.130418491,0.233056864
cg06279414,0.027512227,0.035977909,0.030516667
cg06281719,0.107781065,0.13076389,0.111807712
cg06281795,0.039843735,0.046165646,0.040375029
cg06282059,0.743628254,0.69921923,0.750179368
cg06282240,0.013588596,0.020048046,0.011838321
cg06284244,0.023542437,0.029488615,0.021954943
cg06284322,0.108945981,0.133280445,0.12003451
cg06285340,0.854214305,0.876502969,0.8544811
cg06285486,0.074245605,0.070693955,0.075368696
cg06286028,0.081446887,0.0927066,0.073772606
cg06288351,0.308720211,0.296237284,0.309114721
cg06288632,0.932103368,0.936538646,0.946891873
cg06289589,0.035812611,0.050717736,0.032361436
cg06290096,0.799033089,0.818175316,0.77368422
cg06290168,0.034917968,0.029933585,0.029627719
cg06291334,0.115160006,0.133795645,0.126727546
cg06291595,0.059907442,0.070465021,0.085669666
cg06291867,0.081160188,0.088469165,0.105873109
cg06292277,0.060819941,0.074782127,0.059324353
cg06293195,0.631691524,0.655716877,0.612597773
cg06295404,0.07327179,0.091705408,0.072106075
cg06295856,0.05144444,0.054000737,0.048959263
cg06296021,0.034184375,0.037520618,0.031216637
cg06297145,0.036984707,0.035440225,0.031211233
cg06302803,0.038500575,0.051515325,0.041023465
cg06303238,0.531617862,0.607021892,0.534979887
cg06305312,0.048176566,0.041329469,0.041131551
cg06305609,0.045397193,0.046318232,0.039270553
cg06306751,0.215210216,0.249527179,0.227607824
cg06307169,0.099194229,0.116636581,0.104060996
cg06307422,0.026214453,0.028939997,0.031020909
cg06307601,0.035550819,0.046385924,0.035142664
cg06308323,0.817856019,0.82197644,0.802846948
cg06310489,0.917831381,0.916401049,0.899172537
cg06310844,0.242288115,0.272718307,0.25225374
cg06311778,0.13219071,0.083358247,0.070313109
cg06312477,0.756771349,0.791876017,0.768947626
cg06313930,0.550810579,0.611120086,0.570366722
cg06317209,0.465243788,0.435952165,0.423547749
cg06318164,0.086688483,0.092806293,0.06043255
cg06319346,0.812352588,0.837578487,0.801486479
cg06319579,0.293276427,0.313978562,0.255245875
cg06320982,0.132101634,0.150907652,0.105813715
cg06321883,0.040099733,0.036577127,0.031677973
cg06323290,0.855164499,0.87299271,0.864863341
cg06323427,0.051398355,0.051761786,0.049619136
cg06324048,0.384397703,0.426063629,0.399693627
cg06324094,0.086834738,0.120248802,0.112141365
cg06324671,0.825818249,0.844833125,0.838169301
cg06325346,0.403223277,0.425940354,0.38153257
cg06325687,0.913584588,0.890968541,0.870551909
cg06327515,0.243176731,0.155569649,0.162131399
cg06330324,0.041039869,0.035264905,0.033114573
cg06330621,0.806784222,0.750987427,0.722951143
cg06331674,0.028715183,0.049795857,0.031491629
cg06333435,0.014259154,0.016242311,0.012070388
cg06334093,0.028056861,0.030192222,0.026093753
cg06334284,0.018313578,0.018505097,0.018577512
cg06334496,0.041913777,0.045231866,0.039807074
cg06335814,0.043736595,0.046040833,0.039954976
cg06335889,0.045776631,0.05207929,0.039083641
cg06336792,0.021687635,0.035564885,0.022364009
cg06337239,0.130801404,0.149391082,0.147566366
cg06338119,0.699751283,0.652384523,0.61946617
cg06339657,0.385896449,0.372764642,0.384108738
cg06339706,0.861605976,0.886868902,0.876374178
cg06340713,0.652241733,0.602071786,0.533888709
cg06341721,0.127021928,0.101821814,0.097164726
cg06344807,0.021840489,0.030953582,0.020200973
cg06346081,0.067985462,0.069633905,0.067227172
cg06347928,0.029990948,0.030984909,0.032484487
cg06347996,0.035812191,0.040091801,0.028922399
cg06349174,0.021891408,0.025494281,0.025767706
cg06350107,0.801097067,0.73247551,0.659950077
cg06350796,0.058727115,0.124212915,0.169247154
cg06351503,0.883715565,0.899122337,0.871987435
cg06352750,0.057863432,0.05879844,0.045672635
cg06353318,0.113269485,0.11699653,0.116648093
cg06353345,0.695450899,0.74474232,0.743273149
cg06353720,0.109170897,0.133126881,0.115263671
cg06353948,0.814475382,0.814460609,0.816780614
cg06357925,0.031326037,0.034842205,0.027662045
cg06358566,0.038051067,0.035240923,0.034442958
cg06361108,0.017532473,0.019925603,0.014363801
cg06362985,0.371610548,0.408535414,0.388149036
cg06363129,0.407394836,0.454869983,0.484523684
cg06363801,0.024018751,0.122148969,0.227594117
cg06366981,0.028774725,0.029588114,0.02902822
cg06367117,0.023275422,0.026252249,0.017725231
cg06369854,0.034159409,0.038905655,0.033621031
cg06374075,0.077779445,0.076040957,0.08037965
cg06376129,0.048262687,0.040056052,0.040436562
cg06377278,0.017173472,0.020784159,0.015217285
cg06378107,0.834602965,0.837508484,0.799874657
cg06378357,0.047867338,0.047549471,0.04524201
cg06378617,0.691435506,0.688004645,0.648816472
cg06378976,0.255541586,0.27136956,0.246403996
cg06379754,0.04493294,0.049226697,0.036756695
cg06380007,0.020935886,0.020248569,0.017293623
cg06381133,0.043682772,0.043508877,0.038108745
cg06382459,0.090868093,0.092629844,0.070731381
cg06382698,0.175026772,0.140626402,0.140200355
cg06383088,0.046145499,0.054468464,0.041366161
cg06384026,0.020609444,0.0228613,0.021170549
cg06384463,0.044806146,0.043614925,0.03506067
cg06384491,0.809686552,0.757911513,0.706819984
cg06385087,0.037382042,0.040999772,0.027874231
cg06386517,0.017835283,0.01923655,0.014355738
cg06386533,0.018559255,0.018843028,0.016127206
cg06388544,0.737589233,0.817275255,0.790372054
cg06391468,0.108503425,0.114340709,0.104180064
cg06391660,0.846969008,0.884567436,0.83278786
cg06392096,0.388307461,0.392804348,0.337137379
cg06392241,0.115539478,0.120795042,0.076069134
cg06392426,0.06865293,0.073189263,0.078472482
cg06392589,0.835646677,0.830984908,0.835798502
cg06393290,0.027587625,0.030857691,0.028246214
cg06394229,0.531408827,0.509505069,0.481654102
cg06394897,0.06748237,0.081291308,0.070129079
cg06397510,0.024466046,0.034097276,0.029050826
cg06397837,0.048831842,0.058086558,0.058907783
cg06398181,0.804960398,0.773878972,0.772747518
cg06399881,0.721016794,0.731379654,0.713013781
cg06403126,0.023326408,0.033028287,0.019820957
cg06403553,0.906092085,0.916776328,0.897807987
cg06405090,0.190239987,0.183454165,0.178656084
cg06405206,0.211619469,0.200262403,0.183954154
cg06407137,0.838469628,0.838110981,0.823134263
cg06409153,0.164548537,0.146390739,0.112141062
cg06414605,0.033007195,0.038795235,0.032830834
cg06415153,0.351403533,0.343031905,0.321682045
cg06416685,0.066234046,0.095559594,0.104664837
cg06417225,0.079030445,0.091832927,0.067838734
cg06417705,0.040777742,0.038921266,0.039280423
cg06417962,0.764455309,0.740719866,0.659643453
cg06418184,0.057244837,0.059505923,0.044145181
cg06418219,0.071830033,0.066777893,0.075729021
cg06418878,0.032837976,0.036823451,0.031731529
cg06419771,0.030025668,0.036625818,0.027839907
cg06420088,0.087966457,0.085335039,0.0895176
cg06421707,0.021054426,0.022206046,0.018272433
cg06421800,0.130015658,0.139981737,0.124846449
cg06422693,0.018495516,0.021879949,0.01363958
cg06422910,0.036024592,0.036852963,0.034916926
cg06423920,0.0583395,0.053268573,0.049838221
cg06424894,0.377428949,0.367177063,0.344624361
cg06425556,0.061210532,0.058208802,0.056870364
cg06425868,0.583747798,0.603331883,0.607399638
cg06426831,0.125935432,0.129001842,0.103802223
cg06428055,0.027364739,0.125311396,0.235157533
cg06428195,0.021756792,0.0281608,0.01955279
cg06429195,0.87409109,0.866190786,0.877480632
cg06432655,0.27184172,0.263278939,0.227982973
cg06433658,0.030295039,0.036228222,0.030263987
cg06433995,0.043124815,0.029352795,0.025188947
cg06434428,0.836329671,0.830680134,0.811855819
cg06434451,0.467124446,0.47621725,0.477913517
cg06434470,0.798803225,0.82318927,0.774796256
cg06435786,0.823510002,0.838223551,0.823453467
cg06436504,0.902722963,0.914321303,0.915310533
cg06437004,0.028165317,0.03533643,0.02645448
cg06437862,0.759531682,0.805300858,0.763356413
cg06438300,0.09908339,0.113985761,0.085962465
cg06438404,0.025892689,0.024745657,0.024728645
cg06440646,0.035531084,0.039659751,0.035959265
cg06444558,0.059093029,0.087858154,0.065172277
cg06444781,0.869413643,0.885939171,0.874994706
cg06445611,0.875612846,0.89911781,0.865862121
cg06449653,0.018908952,0.01883092,0.015453897
cg06452064,0.028674907,0.035957278,0.031883781
cg06452647,0.052040907,0.062078171,0.056718406
cg06453691,0.80244107,0.758168599,0.763424338
cg06454084,0.448454265,0.526384925,0.496111336
cg06454226,0.723620008,0.724142754,0.739279155
